IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
117.123.31.2,19942,443,true,NRT,Asia Pacific,Tokyo,130,0.06
117.123.31.2,12414,443,true,KIX,Asia Pacific,Osaka,168,0.06
124.80.74.242,13791,443,true,ICN,Asia Pacific,Seoul,306,0.05
117.123.31.2,39673,443,true,HKG,Asia Pacific,Hong Kong,142,0.05
223.222.178.157,10696,443,true,KIX,Asia Pacific,Osaka,149,0.05
124.80.133.210,38136,443,true,ICN,Asia Pacific,Seoul,126,0.05
117.123.31.2,18854,443,true,KIX,Asia Pacific,Osaka,179,0.05
117.123.31.2,29021,443,true,KIX,Asia Pacific,Osaka,190,0.04
124.80.133.210,13805,443,true,ICN,Asia Pacific,Seoul,140,0.04
117.123.31.2,33492,443,true,NRT,Asia Pacific,Tokyo,206,0.04
117.123.31.2,11968,443,true,HKG,Asia Pacific,Hong Kong,167,0.04
117.123.31.2,29934,443,true,KIX,Asia Pacific,Osaka,178,0.04
223.222.178.157,22232,443,true,NRT,Asia Pacific,Tokyo,156,0.04
124.80.133.210,27775,443,true,ICN,Asia Pacific,Seoul,152,0.04
113.60.219.145,21423,443,true,ICN,Asia Pacific,Seoul,205,0.04
124.80.133.210,29656,443,true,ICN,Asia Pacific,Seoul,124,0.03
124.80.133.210,29212,443,true,ICN,Asia Pacific,Seoul,147,0.03
113.60.219.145,19498,443,true,KIX,Asia Pacific,Osaka,309,0.03
124.80.133.210,24150,443,true,ICN,Asia Pacific,Seoul,175,0.03
124.199.44.146,30064,443,true,ICN,Asia Pacific,Seoul,102,0.03
113.60.219.145,19498,443,true,KIX,Asia Pacific,Osaka,229,0.03
124.80.133.210,25597,443,true,ICN,Asia Pacific,Seoul,186,0.02
124.80.133.210,21032,443,true,ICN,Asia Pacific,Seoul,150,0.02
124.80.133.210,33510,443,true,NRT,Asia Pacific,Tokyo,206,0.02
124.80.133.210,16791,443,true,ICN,Asia Pacific,Seoul,164,0.02
113.60.219.145,10597,443,true,NRT,Asia Pacific,Tokyo,137,0.02
124.199.44.146,35018,443,true,ICN,Asia Pacific,Seoul,116,0.02
124.199.44.146,10419,443,true,KIX,Asia Pacific,Osaka,189,0.02
124.80.133.210,29655,443,true,NRT,Asia Pacific,Tokyo,175,0.02
124.80.133.210,15821,443,true,NRT,Asia Pacific,Tokyo,176,0.02
124.80.133.210,34769,443,true,ICN,Asia Pacific,Seoul,176,0.02
113.60.219.145,29824,443,true,ICN,Asia Pacific,Seoul,116,0.01
117.123.31.2,12265,443,true,NRT,Asia Pacific,Tokyo,126,0.01
113.60.219.145,27435,443,true,ICN,Asia Pacific,Seoul,200,0.01
124.80.133.210,30519,443,true,ICN,Asia Pacific,Seoul,180,0.01
124.80.133.210,16258,443,true,ICN,Asia Pacific,Seoul,183,0.01
124.80.133.210,26538,443,true,KIX,Asia Pacific,Osaka,213,0.01
124.80.133.210,20244,443,true,KIX,Asia Pacific,Osaka,223,0.01
124.80.133.210,36832,443,true,ICN,Asia Pacific,Seoul,225,0.01
124.80.133.210,23672,443,true,KIX,Asia Pacific,Osaka,221,0.01
124.80.133.210,34079,443,true,NRT,Asia Pacific,Tokyo,212,0.01
117.123.31.2,38618,443,true,HKG,Asia Pacific,Hong Kong,171,0.01
124.80.133.210,27034,443,true,KIX,Asia Pacific,Osaka,233,0.01
124.80.133.210,13399,443,true,NRT,Asia Pacific,Tokyo,217,0.01
113.60.219.145,13075,443,true,NRT,Asia Pacific,Tokyo,235,0.01
124.80.133.210,11865,443,true,ICN,Asia Pacific,Seoul,134,0.01
124.80.133.210,12053,443,true,KIX,Asia Pacific,Osaka,333,0.01
113.60.219.145,13075,443,true,KIX,Asia Pacific,Osaka,232,0.01
124.80.133.210,30669,443,true,KIX,Asia Pacific,Osaka,210,0.00
124.80.133.210,27384,443,true,ICN,Asia Pacific,Seoul,111,0.00
124.80.133.210,14871,443,true,NRT,Asia Pacific,Tokyo,205,0.00
124.199.44.146,30005,443,true,ICN,Asia Pacific,Seoul,101,0.00
124.80.133.210,36120,443,true,NRT,Asia Pacific,Tokyo,278,0.00
124.80.133.210,21136,443,true,ICN,Asia Pacific,Seoul,126,0.00
124.80.133.210,23789,443,true,NRT,Asia Pacific,Tokyo,316,0.00
124.80.133.210,13625,443,true,ICN,Asia Pacific,Seoul,129,0.00
124.80.133.210,32786,443,true,NRT,Asia Pacific,Tokyo,168,0.00
124.80.133.210,22559,443,true,ICN,Asia Pacific,Seoul,125,0.00
121.200.112.143,30081,443,true,NRT,Asia Pacific,Tokyo,346,0.00
117.123.31.2,20888,443,true,KIX,Asia Pacific,Osaka,180,0.00
124.80.133.210,18883,443,true,ICN,Asia Pacific,Seoul,159,0.00
124.80.133.210,29625,443,true,ICN,Asia Pacific,Seoul,166,0.00
124.80.133.210,37440,443,true,ICN,Asia Pacific,Seoul,144,0.00
124.80.133.210,21916,443,true,KIX,Asia Pacific,Osaka,280,0.00
124.80.133.210,39117,443,true,NRT,Asia Pacific,Tokyo,269,0.00
124.80.133.210,10583,443,true,NRT,Asia Pacific,Tokyo,157,0.00
113.60.219.145,10597,443,true,NRT,Asia Pacific,Tokyo,221,0.00
117.123.31.2,40012,80,false,ICN,Asia Pacific,Seoul,87,0.00
121.200.82.178,25005,80,false,ICN,Asia Pacific,Seoul,87,0.00
121.200.82.178,25004,80,false,ICN,Asia Pacific,Seoul,88,0.00
117.123.31.2,40005,80,false,ICN,Asia Pacific,Seoul,90,0.00
117.123.31.2,40007,80,false,ICN,Asia Pacific,Seoul,90,0.00
117.123.31.2,38869,443,true,ICN,Asia Pacific,Seoul,92,0.00
117.123.31.2,40006,80,false,ICN,Asia Pacific,Seoul,95,0.00
125.208.102.111,40006,80,false,ICN,Asia Pacific,Seoul,124,0.00
125.208.102.111,40012,80,false,ICN,Asia Pacific,Seoul,124,0.00
124.80.133.210,31369,443,true,ICN,Asia Pacific,Seoul,128,0.00
121.200.82.178,25004,80,false,ICN,Asia Pacific,Seoul,130,0.00
117.123.31.2,25528,443,true,NRT,Asia Pacific,Tokyo,132,0.00
124.80.133.210,12921,443,true,ICN,Asia Pacific,Seoul,133,0.00
121.200.82.178,25005,80,false,ICN,Asia Pacific,Seoul,133,0.00
121.200.86.54,19043,80,false,NRT,Asia Pacific,Tokyo,133,0.00
125.208.102.111,40007,80,false,ICN,Asia Pacific,Seoul,134,0.00
121.200.86.54,12157,80,false,NRT,Asia Pacific,Tokyo,138,0.00
117.123.31.2,22041,443,true,HKG,Asia Pacific,Hong Kong,148,0.00
124.80.133.210,22165,80,false,NRT,Asia Pacific,Tokyo,151,0.00
121.200.86.54,10458,80,false,KIX,Asia Pacific,Osaka,166,0.00
117.123.31.2,34991,443,true,KIX,Asia Pacific,Osaka,168,0.00
124.80.133.210,21796,80,false,NRT,Asia Pacific,Tokyo,176,0.00
124.80.133.210,25359,443,true,KIX,Asia Pacific,Osaka,198,0.00
124.80.43.124,13186,80,false,KIX,Asia Pacific,Osaka,200,0.00
124.80.133.210,13272,80,false,NRT,Asia Pacific,Tokyo,204,0.00
124.80.133.210,28491,80,false,KIX,Asia Pacific,Osaka,208,0.00
117.123.207.117,40006,80,false,ICN,Asia Pacific,Seoul,219,0.00
113.60.187.90,14505,80,false,KIX,Asia Pacific,Osaka,232,0.00
124.80.27.105,20402,80,false,NRT,Asia Pacific,Tokyo,262,0.00
124.80.27.105,27185,80,false,KIX,Asia Pacific,Osaka,338,0.00
124.80.133.210,25145,80,false,KIX,Asia Pacific,Osaka,348,0.00
117.123.31.2,40006,80,false,ICN,Asia Pacific,Seoul,404,0.00
117.123.31.2,40012,80,false,ICN,Asia Pacific,Seoul,435,0.00
117.123.177.237,27093,80,false,NRT,Asia Pacific,Tokyo,527,0.00
223.222.141.80,33793,80,false,KIX,Asia Pacific,Osaka,636,0.00
