IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.11.77.234,31173,8443,true,HKG,Asia Pacific,Hong Kong,64,3.67
141.11.77.234,31171,8443,true,HKG,Asia Pacific,Hong Kong,68,3.66
141.11.77.234,31194,8443,true,HKG,Asia Pacific,Hong Kong,63,3.64
141.11.77.234,31195,8443,true,HKG,Asia Pacific,Hong Kong,103,3.57
141.11.77.234,31170,8443,true,HKG,Asia Pacific,Hong Kong,116,3.56
141.11.77.234,31176,8443,true,HKG,Asia Pacific,Hong Kong,106,3.52
213.218.254.248,8443,443,true,NRT,Asia Pacific,Tokyo,193,3.52
141.11.77.234,31141,8443,true,HKG,Asia Pacific,Hong Kong,68,3.51
141.11.77.234,31128,8443,true,HKG,Asia Pacific,Hong Kong,182,3.48
23.158.136.28,33670,443,true,LAX,North America,Los Angeles,184,3.46
141.11.77.234,31125,8443,true,HKG,Asia Pacific,Hong Kong,148,3.41
141.11.77.234,31127,8443,true,HKG,Asia Pacific,Hong Kong,59,3.39
141.11.77.234,31121,8443,true,HKG,Asia Pacific,Hong Kong,66,3.39
141.11.77.234,31147,8443,true,HKG,Asia Pacific,Hong Kong,161,3.31
141.11.77.234,31171,8443,true,HKG,Asia Pacific,Hong Kong,75,3.27
141.11.77.234,31199,8443,true,HKG,Asia Pacific,Hong Kong,140,3.27
141.11.77.234,31191,8443,true,HKG,Asia Pacific,Hong Kong,126,3.27
141.11.77.234,31165,8443,true,HKG,Asia Pacific,Hong Kong,165,3.24
141.11.77.234,31196,8443,true,HKG,Asia Pacific,Hong Kong,87,3.20
141.11.77.234,31144,8443,true,HKG,Asia Pacific,Hong Kong,67,3.17
141.11.77.234,31169,8443,true,HKG,Asia Pacific,Hong Kong,151,3.15
141.11.77.234,31148,8443,true,HKG,Asia Pacific,Hong Kong,67,3.13
141.11.77.234,31173,8443,true,HKG,Asia Pacific,Hong Kong,166,3.06
82.153.65.62,6666,443,true,NRT,Asia Pacific,Tokyo,176,2.97
141.11.77.234,31166,8443,true,HKG,Asia Pacific,Hong Kong,95,2.87
141.11.77.234,31130,8443,true,HKG,Asia Pacific,Hong Kong,75,2.87
141.11.77.234,31168,8443,true,HKG,Asia Pacific,Hong Kong,175,2.86
141.11.77.234,31189,8443,true,HKG,Asia Pacific,Hong Kong,92,2.80
82.153.65.154,24620,443,true,NRT,Asia Pacific,Tokyo,208,2.77
141.11.77.234,31143,8443,true,HKG,Asia Pacific,Hong Kong,119,2.64
185.155.235.146,777,443,true,HKG,Asia Pacific,Hong Kong,51,2.42
185.155.235.146,17771,443,true,SIN,Asia Pacific,Singapore,45,2.26
82.153.65.177,443,443,true,NRT,Asia Pacific,Tokyo,166,2.14
141.11.77.234,31182,8443,true,HKG,Asia Pacific,Hong Kong,181,2.06
166.0.188.128,17251,443,true,LAX,North America,Los Angeles,182,1.92
166.0.188.128,43745,443,true,LAX,North America,Los Angeles,236,1.87
166.0.188.128,19027,443,true,LAX,North America,Los Angeles,239,1.81
166.0.188.128,11893,443,true,LAX,North America,Los Angeles,233,1.78
166.0.198.3,13755,443,true,TPE,Asia Pacific,Taipei,118,1.71
141.11.77.234,31126,8443,true,HKG,Asia Pacific,Hong Kong,54,1.68
141.11.77.234,31181,8443,true,HKG,Asia Pacific,Hong Kong,58,1.60
166.0.188.128,16819,443,true,LAX,North America,Los Angeles,235,1.47
166.0.188.128,16131,443,true,LAX,North America,Los Angeles,178,1.45
166.0.188.128,56825,443,true,LAX,North America,Los Angeles,214,1.35
166.0.188.128,29655,443,true,LAX,North America,Los Angeles,225,1.34
166.0.188.128,13657,443,true,LAX,North America,Los Angeles,186,1.28
166.0.188.128,40145,443,true,LAX,North America,Los Angeles,195,1.26
141.11.77.234,31146,8443,true,HKG,Asia Pacific,Hong Kong,100,1.20
166.0.188.128,20617,443,true,LAX,North America,Los Angeles,169,1.15
141.11.77.234,31178,8443,true,HKG,Asia Pacific,Hong Kong,119,1.09
166.0.188.128,47314,443,true,LAX,North America,Los Angeles,225,0.98
166.0.188.128,56268,443,true,LAX,North America,Los Angeles,226,0.89
141.11.77.234,31172,8443,true,HKG,Asia Pacific,Hong Kong,69,0.82
166.0.188.128,26805,443,true,LAX,North America,Los Angeles,163,0.78
166.0.188.128,12535,443,true,LAX,North America,Los Angeles,175,0.57
103.75.70.107,55092,443,true,NRT,Asia Pacific,Tokyo,66,0.48
166.0.188.128,41443,443,true,LAX,North America,Los Angeles,243,0.36
38.6.219.151,11283,443,true,SJC,North America,San Jose,34,0.28
141.11.86.143,31268,443,true,SIN,Asia Pacific,Singapore,177,0.08
141.11.87.20,7783,443,true,TPE,Asia Pacific,Taipei,69,0.02
141.11.87.20,7783,443,true,TPE,Asia Pacific,Taipei,51,0.02
141.11.78.134,8443,443,true,HKG,Asia Pacific,Hong Kong,45,0.02
141.11.78.134,8443,443,true,HKG,Asia Pacific,Hong Kong,59,0.02
103.255.208.216,443,443,true,HKG,Asia Pacific,Hong Kong,62,0.02
141.11.217.91,9527,80,false,HKG,Asia Pacific,Hong Kong,31,0.00
141.11.148.196,48301,443,true,HKG,Asia Pacific,Hong Kong,38,0.00
141.11.174.53,33333,2095,false,HKG,Asia Pacific,Hong Kong,40,0.00
141.11.77.234,31144,8443,true,HKG,Asia Pacific,Hong Kong,54,0.00
141.11.86.245,28580,80,false,TPE,Asia Pacific,Taipei,64,0.00
141.11.86.245,28580,80,false,TPE,Asia Pacific,Taipei,82,0.00
141.11.175.104,9527,2086,false,HKG,Asia Pacific,Hong Kong,116,0.00
141.11.77.234,31193,8443,true,HKG,Asia Pacific,Hong Kong,152,0.00
166.0.188.152,8081,8080,false,LAX,North America,Los Angeles,170,0.00
166.0.188.156,8084,8080,false,LAX,North America,Los Angeles,186,0.00
166.0.188.156,8083,8080,false,LAX,North America,Los Angeles,193,0.00
166.0.188.152,8083,8080,false,LAX,North America,Los Angeles,242,0.00
